id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
RU_Marin-Spiotta 2007_Tree_Sit4_NA;RU;Marin-Spiotta 2007_Tree_Sit4_NA;RU_Marin-Spiotta 2007_Tree;NA;Marin-Spiotta 2007;Tree;Sit4;NA;30 years;18.002;-66.008;30;30;2002;exact;recovering;trees;DBH >= 10 cm and stem length >= 1.3 m;abundance;mean relative abundance of trees with dbh >= 10 cm;yes;live, rooted trees with DBH >= 10 cm and stem length of at least 1.3 m were identified to species in each 24 x 24 m plot;1;NA;3;6;432;widespread deforestation occurred in the 19th century. In 1900, more than three-quarters of the island was deforested, with about 78% of the land surface under agricultural or livestock use, primarily as sugar cane, coffee, and pastures. The study area experienced a three-fold increase in forest cover from 1937 to 1995.;NA;pasture;NA;1;none;NA;NA;Puerto Rico;trees;engineers;animal farming;NA;NA;none;none;0;0;none;regular;study;species;49;11;1.18;1.697.746.612.240.150;86.567.419;8;0.12244897959183672;18;-66.01
RU_Marin-Spiotta 2007_Tree_Sit5_NA;RU;Marin-Spiotta 2007_Tree_Sit5_NA;RU_Marin-Spiotta 2007_Tree;NA;Marin-Spiotta 2007;Tree;Sit5;NA;60 years;18.002;-66.008;60;60;2002;exact;recovering;trees;DBH >= 10 cm and stem length >= 1.3 m;abundance;mean relative abundance of trees with dbh >= 10 cm;yes;live, rooted trees with DBH >= 10 cm and stem length of at least 1.3 m were identified to species in each 24 x 24 m plot;1;NA;3;6;432;widespread deforestation occurred in the 19th century. In 1900, more than three-quarters of the island was deforested, with about 78% of the land surface under agricultural or livestock use, primarily as sugar cane, coffee, and pastures. The study area experienced a three-fold increase in forest cover from 1937 to 1995.;NA;pasture;NA;1;none;NA;NA;Puerto Rico;trees;engineers;animal farming;NA;NA;none;none;0;0;none;regular;study;species;49;19;14.200.000.000.000.000;3.724.534.046.396.160;172.092.849.887;18;0.12244897959183672;18;-66.01
RU_Marin-Spiotta 2007_Tree_Sit6_NA;RU;Marin-Spiotta 2007_Tree_Sit6_NA;RU_Marin-Spiotta 2007_Tree;NA;Marin-Spiotta 2007;Tree;Sit6;NA;80 years;18.002;-66.008;80;80;2002;exact;recovering;trees;DBH >= 10 cm and stem length >= 1.3 m;abundance;mean relative abundance of trees with dbh >= 10 cm;yes;live, rooted trees with DBH >= 10 cm and stem length of at least 1.3 m were identified to species in each 24 x 24 m plot;1;NA;3;6;432;widespread deforestation occurred in the 19th century. In 1900, more than three-quarters of the island was deforested, with about 78% of the land surface under agricultural or livestock use, primarily as sugar cane, coffee, and pastures. The study area experienced a three-fold increase in forest cover from 1937 to 1995.;NA;pasture;NA;1;none;NA;NA;Puerto Rico;trees;engineers;animal farming;NA;NA;none;none;0;0;none;regular;study;species;49;24;1.31;4.221.207.621.947.500;151.790.935.287;17;0.12244897959183672;18;-66.01
RU_Moola 2004_Plants_Mean percent cover_Sit1_NA;RU;Moola 2004_Plants_Mean percent cover_Sit1_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit1;NA;Late-successional stands;440.833.333.333.333;-64.767;500;Old;2001;category;reference;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1;NA;270;5;270;a long history of land settlement and forest harvesting;NA;none;NA;0;none;NA;NA;Canada;understory;users;none;NA;NA;none;none;0;0;none;regular;study;species;24;24;56.850.000.000.000.000;31.868.434.925.459.600;1.576.336.957;17;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Mean percent cover_Sit2_NA;RU;Moola 2004_Plants_Mean percent cover_Sit2_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit2;NA;3 year Clearcuts;440.833.333.333.333;-64.767;3;3;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;Canada;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;14;7.723.440.000.000.000;25.875.643.198.979.900;1.129.431.555;12;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Mean percent cover_Sit3_NA;RU;Moola 2004_Plants_Mean percent cover_Sit3_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit3;NA;6 year Clearcuts;440.833.333.333.333;-64.767;6;6;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;Canada;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;5.994.540.000.000.000;2.704.914.174.392.610;1.107.035.652;11;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Mean percent cover_Sit4_NA;RU;Moola 2004_Plants_Mean percent cover_Sit4_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit4;NA;23 year Clearcuts;440.833.333.333.333;-64.767;23;23;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;Canada;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;3.765;23.448.314.990.837.500;1.272.740.252;12;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Mean percent cover_Sit5_NA;RU;Moola 2004_Plants_Mean percent cover_Sit5_NA;RU_Moola 2004_Plants_Mean percent cover;NA;Moola and Vasseur 2004;Plants_Mean percent cover;Sit5;NA;54 year Clearcuts;440.833.333.333.333;-64.767;54;54;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;abundance;mean percent cover of residual species;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;Canada;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;12;40.959;0.37567348319620464;1.160.250.523;10;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit1_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit1_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit1;NA;Late-successional stands;440.833.333.333.333;-64.767;500;Old;2001;category;reference;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1;NA;270;5;270;a long history of land settlement and forest harvesting;NA;none;NA;0;none;NA;NA;NA;understory;users;none;NA;NA;none;none;0;0;none;regular;study;species;24;24;NA;36.736.977.128.949;1.464.910.009;16;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit2_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit2_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit2;NA;3 year Clearcuts;440.833.333.333.333;-64.767;3;3;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;14;NA;34.360.070.957.771.800;1.129.431.555;12;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit3_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit3_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit3;NA;6 year Clearcuts;440.833.333.333.333;-64.767;6;6;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;NA;3.243.136.828.919.070;1.107.035.652;11;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit4_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit4_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit4;NA;23 year Clearcuts;440.833.333.333.333;-64.767;23;23;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;NA;2.709.043.542.915.240;1.272.740.252;12;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence quadrats_Sit5_NA;RU;Moola 2004_Plants_Percentage ocurrence quadrats_Sit5_NA;RU_Moola 2004_Plants_Percentage ocurrence quadrats;NA;Moola and Vasseur 2004;Percentage ocurrence quadrats;Sit5;NA;54 year Clearcuts;440.833.333.333.333;-64.767;54;54;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;12;NA;29.615.915.620.874.500;1.036.515.765;9;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit1_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit1_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit1;NA;Late-successional stands;440.833.333.333.333;-64.767;500;Old;2001;category;reference;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1;NA;270;5;270;a long history of land settlement and forest harvesting;NA;none;NA;0;none;NA;NA;NA;understory;users;none;NA;NA;none;none;0;0;none;regular;study;species;24;24;NA;4.325.081.833.862.040;1.464.910.009;16;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit2_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit2_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit2;NA;3 year Clearcuts;440.833.333.333.333;-64.767;3;3;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;14;NA;36.130.541.857.977.900;1.129.431.555;12;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit3_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit3_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit3;NA;6 year Clearcuts;440.833.333.333.333;-64.767;6;6;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;NA;35.574.319.619.297.000;1.107.035.652;11;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit4_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit4_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit4;NA;23 year Clearcuts;440.833.333.333.333;-64.767;23;23;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;NA;35.429.620.901.666.100;1.272.740.252;12;0.041666667;44.08;-64.77
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit5_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit5_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit5;NA;54 year Clearcuts;440.833.333.333.333;-64.767;54;54;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;12;NA;3.417.799.834.042.630;1.036.515.765;9;0.041666667;44.08;-64.77
RU_Muniz-Castro 2011_Tree_Sit10_NA;RU;Muniz-Castro 2011_Tree_Sit10_NA;RU_Muniz-Castro 2011_Tree;NA;Muniz-Castro 2011;Tree;Sit10;NA;15;195.367;-96.97;15;15;2006;exact;recovering;trees;>=5 cm DBH;abundance;no. individuals / 0.08 ha;yes;10 m x 10m plots along  100 x 10 m parallel transects;1;NA;8;14;800;Pastures were created by clear-felling several hectares of forest.;NA;pasture;agriculture;1;none;NA;Wen;Mexico;trees;engineers;animal farming;farming;NA;none;none;0;0;farming;use;community;species;32;14;116;271.310.009.660.933;12.076.672.398;13;0;19.53;-96.98
RU_Muniz-Castro 2011_Tree_Sit11_NA;RU;Muniz-Castro 2011_Tree_Sit11_NA;RU_Muniz-Castro 2011_Tree;NA;Muniz-Castro 2011;Tree;Sit11;NA;17;19.533;-96.975;17;17;2006;exact;recovering;trees;>=5 cm DBH;abundance;no. individuals / 0.08 ha;yes;10 m x 10m plots along  100 x 10 m parallel transects;1;NA;8;14;800;Pastures were created by clear-felling several hectares of forest.;NA;pasture;agriculture;1;none;NA;Wen;Mexico;trees;engineers;animal farming;farming;NA;none;none;0;0;farming;use;community;species;32;13;108;3.100.272.392.744.440;11.530.921.928;11;0;19.53;-96.98
RU_Muniz-Castro 2011_Tree_Sit12_NA;RU;Muniz-Castro 2011_Tree_Sit12_NA;RU_Muniz-Castro 2011_Tree;NA;Muniz-Castro 2011;Tree;Sit12;NA;23;195.167;-969.883;23;23;2006;exact;recovering;trees;>=5 cm DBH;abundance;no. individuals / 0.08 ha;yes;10 m x 10m plots along  100 x 10 m parallel transects;1;NA;8;14;800;Pastures were created by clear-felling several hectares of forest.;NA;pasture;agriculture;1;none;NA;Wen;Mexico;trees;engineers;animal farming;farming;NA;none;none;0;0;farming;use;community;species;32;12;143;20.928.348.358.761.300;12.292.658.546;12;0;19.53;-96.98
