id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-11 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-11 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-11 (rice);NA;R-11;18.53;98.56;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;24;201.4686875;3.04728964600988;1810.175934652;22;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-2 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-2 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-2 (rice);NA;R-2;18.54;98.55;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;20;507.006;3.0803703541356;1430.087304;15;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-3 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-3 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-3 (rice);NA;R-3;18.53;98.56;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;24;375.455;3.19859831981371;2016.3672613;22;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-4 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-4 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-4 (rice);NA;R-4;18.53;98.57;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;27;501.079;2.49482664551824;2542.105382;24;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-5 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-5 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-5 (rice);NA;R-5;18.53;98.56;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;28;518.426;3.80722173867984;2072.511337;24;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-6 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-6 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-6 (rice);NA;R-6;18.54;98.56;24.5;20-29;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;35;543.221;3.88276745255081;2390.5605242;32;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-7 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-7 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-7 (rice);NA;R-7;18.54;98.56;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;23;874.711;2.57497076391293;1911.990734;20;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-8 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-8 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-8 (rice);NA;R-8;18.52;98.56;44.5;40-49;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;21;1040.131;2.82027661036192;1275.519371;16;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_R-9 (rice)_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_R-9 (rice)_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;R-9 (rice);NA;R-9;18.53;98.56;34.5;30-39;2004;mean;recovering;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;swidden cultivation: rice;none;1;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;cultivation;none;NA;protection;none;0;1;none;protection;community;species;184;21;1015.458;2.554933033074;2110.339073;17;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_U-1_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_U-1_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;U-1;NA;U-1;18.53;98.57;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;27;184.9405625;3.83175794706272;2110.63398;25;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_U-2_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_U-2_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;U-2;NA;U-2;18.53;98.56;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;4;NA;1;28;400;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;32;1302.876;2.90401854585263;2492.29332;27;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_U-3_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_U-3_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;U-3;NA;U-3;18.5;98.55;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;25;254.183875;3.75518407798919;1680.2036346;20;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_U-4_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_U-4_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;U-4;NA;U-4;18.5;98.56;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;19;193.61675;3.48827642193279;1365.818079;17;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_U-5_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_U-5_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;U-5;NA;U-5;18.51;98.55;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;21;261.5105625;2.68511560700734;1550.212443;18;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_U-6_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_U-6_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;U-6;NA;U-6;18.52;98.55;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;24;199.1260625;3.73224193866798;1519.317903;19;0.0756756756756757;18.53;98.55
CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) biomass random plots or quadrats_U-7_NA;CU;Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats_U-7_NA;CU_Fukushima et al. 2008_1 1A Trees (1 cm dbh) biomass random plots or quadrats;CU_Fukushima et al. 2008_1 1A Trees (>1 cm dbh) random plots or quadrats;Fukushima et al. 2008;1 1A Trees (>1 cm dbh) biomass random plots or quadrats;U-7;NA;U-7;18.53;98.55;500;Old;2004;category;reference;Trees;Trees (>1 cm dbh);abundance;biomass;no;random plots or quadrats;1;NA;1;28;1600;rice cultivation since 1920s and poppy cultivation since 1930s. Abandonment from national park declaration in 1972;NA;none;none;0;national park since 1972;Data extracted with the script Fukusima.R from sheet "Alldata". Methodology was slightly different for the bigger plots. I am not sure if biomass is relativized to ha, but I think is not since no. trees are not;Thailand;Thailand;trees;engineers;none;none;NA;protection;none;0;1;none;protection;community;species;184;35;280.3776875;3.68549617273453;1974.507983;27;0.0756756756756757;18.53;98.55
