taxon_clean;taxon_ori;kingdom;phylum;class;order;family;genus;IsGymnosperm
Vatica granulata;Vatica granulata;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Vatica mangachapoi;Vatica mangachapoi;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Vatica micrantha;Vatica micrantha;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Vatica nitens;Vatica nitens;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Vatica rassak;Vatica rassak;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Vatica sarawakensis;Vatica sarawakensis;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Vatica;Vatica sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vatica umbonata;Vatica umbonata;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Vatica vinosa;Vatica vinosa;Plantae;Tracheophyta;Magnoliopsida;Malvales;Dipterocarpaceae;Vatica;No
Ventilago dichotoma;Ventilago dichotoma;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Ventilago;No
Ventilago oblongifolia;Ventilago oblongifolia;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Smythea;No
Vepris nobilis;Vepris nobilis;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Vepris;No
Verbesina gigantea;Verbesina gigantea;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Verbesina;No
Vernicia montana;Vernicia montana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Vernicia;No
Vernonia deppeana;Vernonia deppeana;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Vernonanthura;No
Vernonia patens;Vernonia patens;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Vernonanthura;No
Vernonia patens;Vernonia patens;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vernonia petiolaris;Vernonia petiolaris DC.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vernonia;Vernonia sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Veronia arborea;Veronia arborea;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Vernonanthura;No
Veronica officinalis;Veronica officinalis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;No
Veronica serpyllifolia;Veronica serpyllifolia;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;No
Veronica sp;Veronica sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;No
Veronica wormskjoldii;Veronica wormskjoldii;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;No
Viburnum coriaceum;Viburnum coriaceum;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Viburnaceae;Viburnum;No
Viburnum cylindricum;Viburnum cylindricum Buch.-Ham. ex D. Don;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Viburnum erosum;Viburnum erosum;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Viburnaceae;Viburnum;No
Viburnum foetidum var rectangulatum;Viburnum foetidum var. rectangulatum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Viburnum sempervirens;Viburnum sempervirens;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Viburnaceae;Viburnum;No
Vicia hirsuta;Vicia hirsuta;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;No
Vicia sativa nigra;Vicia sativa nigra;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;No
Vicia sativa sativa;Vicia sativa sativa;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;No
Vigna caracalla;Vigna caracalla;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Cochliasanthus;No
Viguiera dentata;Viguiera dentata (Cav.) Spreng.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
VINCA MINOR;VINCA   MINOR;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Viguiera;No
Viola arvensis;Viola arvensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;No
Viola blanda;Viola blanda;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;No
Viola blanda;Viola blanda Willd;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Viola pubescens;Viola pubescens;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;No
Viola riviniana;Viola riviniana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;No
Viola rotundifolia;Viola rotundifolia M ic hx;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Viola sororia;Viola sororia Willd;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
VIOLA spp;VIOLA spp;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;No
Virola;Virola;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola elongata;Virola  elongata (Benth.) Warb.;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola sp;Virola  sp.;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola pavonis;Virola cf pavonis;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola loretensis;Virola cf. loretensis A. C. Smith;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola koschnyi;Virola koschnyi;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola michelii;Virola michelii;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola multicostata;Virola multicostata;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola multiflora;Virola multiflora;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola oleifera;Virola oleifera (Schott) A.C. Sm.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Virola sebifera;Virola sebifera;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Virola;No
Virola;Virola sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vismia angusta;Vismia angusta;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia baccifera;Vismia baccifera;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia billbergiana;Vismia billbergiana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia cayennensis;Vismia cayennensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia guianensis;Vismia guianensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia macrophylla;Vismia macrophylla;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia sp ;Vismia sp 1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia sp 2;Vismia sp 2;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia sp 3;Vismia sp 3;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Hypericaceae;Vismia;No
Vismia;Vismia sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vitex cooperi;Vitex cooperi;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;No
Vitex coriacea;Vitex coriacea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vitex divaricata;Vitex divaricata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;No
Vitex gamosepala;Vitex gamosepala;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;No
Vitex gaumeri;Vitex gaumeri Greenm.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vitex pinnata;Vitex pinnata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;No
Vitex pubescens;Vitex pubescens;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;No
Vitex quinata;Vitex quinata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;No
Vitex qurmaea;Vitex qurmaea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;No
Vitex sp ;Vitex sp. 1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Vitex;No
Vitis adnata;Vitis adnata;Plantae;Tracheophyta;Magnoliopsida;Vitales;Vitaceae;Cissus;No
Vitis tiliifolia;Vitis tiliifolia;Plantae;Tracheophyta;Magnoliopsida;Vitales;Vitaceae;Vitis;No
Vittaria elongata;Vittaria elongata;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Pteridaceae;Haplopteris;No
Vochysia lomatophylla;Vochysia aff lomatophylla Standley;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Pteridaceae;Haplopteris;No
Vochysia punctata;Vochysia aff punctata Spruce ex Warming;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Pteridaceae;Haplopteris;No
Vochysia angustifolia;Vochysia angustifolia Ducke;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Vochysiaceae;Vochysia;No
Vochysia bifalcata;Vochysia bifalcata Warm.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Vochysia floribunda;Vochysia cf floribunda C Martius;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Vochysiaceae;Vochysia;No
Vochysia densiflora;Vochysia densiflora;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Vochysiaceae;Vochysia;No
Vochysia ferruginea;Vochysia ferruginea;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Vochysiaceae;Vochysia;No
Vochysia guatemalensis;Vochysia guatemalensis;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Vochysiaceae;Vochysia;No
Vochysia obscura;Vochysia obscura;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Vochysiaceae;Vochysia;No
Vochysia sp;Vochysia sp;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Vochysiaceae;Vochysia;No
Vochysia venulosa;Vochysia venulosa Warming;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Vochysiaceae;Vochysia;No
Vouarana anomala;Vouarana anomala;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Vouarana;No
Vulpia bromoides;Vulpia bromoides;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Festuca;No
Vulpia geniculata;Vulpia geniculata;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Festuca;No
Walsura angulata;Walsura angulata;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Walsura;No
Walsura pinnata;Walsura pinnata;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Walsura;No
Warnstorfia exannulata;Warnstorfia exannulata;Plantae;Bryophyta;Bryopsida;Hypnales;Calliergonaceae;Sarmentypnum;No
Warszewiczia coccinea;Warszewiczia coccinea;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Warszewiczia;No
Warszewiczia schwackei;Warszewiczia schwackei Schumann;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Warszewiczia;No
Wedelia sp;Wedelia.sp.;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Warszewiczia;No
Weigela japonica;Weigela japonica;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Weigela;No
Weinmannia trichosperma;Weinmannia trichosperma;Plantae;Tracheophyta;Magnoliopsida;Oxalidales;Cunoniaceae;Weinmannia;No
Weinmannia sp;Weinmannia.sp.;Plantae;Tracheophyta;Magnoliopsida;Oxalidales;Cunoniaceae;Weinmannia;No
Welfia regia;Welfia regia;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Welfia;No
Wendlandia scabra;Wendlandia scabra Kurz;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Wendlandia sp;Wendlandia sp.;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Wendlandia;No
Wendlandia tinctoria;Wendlandia tinctoria (Roxb.) DC.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Wettinia augusta;Wettinia augusta Poeppig & Endlicher;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Wettinia;No
Wettinia drudei;Wettinia cf. drudei;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Wettinia;No
Wikstroemia monnula;Wikstroemia monnula;Plantae;Tracheophyta;Magnoliopsida;Malvales;Thymelaeaceae;Wikstroemia;No
Willughbeia angustifolia;Willughbeia angustifolia;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Willughbeia;No
Willughbeia coriacea;Willughbeia coriaceae;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Willughbeia;No
Willughbeia coriacea;Willughbeia coriaceae;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Willughbeia flavescens;Willughbeia flavescens;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Willughbeia;No
Willughbeia lanceolata;Willughbeia lanceolata;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Willughbeia;No
Willughbeia ;Willughbeia sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Willughbeia sp ;Willughbeia sp.1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Willughbeia;No
Willughbeia;Willughbeia sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Willughbeia sp 2;Willughbeia sp.2;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Willughbeia;No
Willughbeia;Willughbeia sp.3;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Willughbeia sp 3;Willughbeia sp.3;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Willughbeia;No
Witheringia asterotricha;Witheringia asterotricha;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Witheringia;No
Woodwardia unigemmata;Woodwardia unigemmata;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Blechnaceae;Woodwardia;No
Wrightia arborea;Wrightia arborea;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Wrightia;No
Wrightia laevis;Wrightia laeva;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xanthophyllum adenotus;Xanthophyllum adenotus;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum affine;Xanthophyllum affine;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum ancolanum;Xanthophyllum ancolanum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum beccarianum;Xanthophyllum beccarianum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum curtisii;Xanthophyllum curtisii;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum ecarinatum;Xanthophyllum ecarinatum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum eurhynchum;Xanthophyllum eurhyncum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xanthophyllum flavens;Xanthophyllum flavens;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum flavescens;Xanthophyllum flavescens;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum glaucum;Xanthophyllum glaucum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum lanceolatum;Xanthophyllum lanceolatum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xanthophyllum obscurum;Xanthophyllum obscurum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum parvum;Xanthophyllum parvum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum purpureum;Xanthophyllum purpureum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum scortechinii;Xanthophyllum scortechinii;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum sp ;Xanthophyllum sp. 1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum sp 3;Xanthophyllum sp. 3;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum sp 6;Xanthophyllum sp. 6;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum sp 9;Xanthophyllum sp. 9;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophyllum ;Xanthophyllum sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xanthophyllum virens;Xanthophyllum virens Roxb.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xanthophyllum vitellinum;Xanthophyllum vitellinum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Polygalaceae;Xanthophyllum;No
Xanthophytum fruticulosum;Xanthophytum fruticulosum;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Xanthophytum;No
Xanthorrhoea australis;Xanthorrhoea australis;Plantae;Tracheophyta;Liliopsida;Asparagales;Asphodelaceae;Xanthorrhoea;No
Xanthosia pilosa;Xanthosia pilosa;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Xanthosia;No
Xanthosoma;Xanthosoma sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xantolis;Xantolis sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xeromphis uliginosa;Xeromphis uliginosa;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xerospermum laevigatum;Xerospermum laevigatum;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Xerospermum;No
Xerospermum noronhianum;Xerospermum noronhianum;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Xerospermum;No
Xerospermum sp ;Xerospermum sp. 1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Xerospermum;No
Xerspermum sp;Xerspermum sp.;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Xerospermum;No
Xylia sp ;Xylia sp. 1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Xerospermum;No
Xylia xylocarpa;Xylia xylocarpa;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Xylia;No
Xylomelum pyriforme;Xylomelum pyriforme;Plantae;Tracheophyta;Magnoliopsida;Proteales;Proteaceae;Xylomelum;No
Xylophragma seemanniana;Xylophragma seemannianum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xylopia;Xylopia aff. Benthamii R.E. Fries;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia bocatorena;Xylopia bocatorena;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia brasiliensis;Xylopia brasiliensis Spreng.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xylopia caudata;Xylopia caudata;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia cayennensis;Xylopia cayennensis;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia nitida;Xylopia cf. nitida Dunal;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia ferruginea;Xylopia ferruginea;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia frutescens;Xylopia frutescens;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia macrantha;Xylopia macrantha;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia malayana;Xylopia malayana;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia nitida;Xylopia nitida;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia parvifolia;Xylopia parvifolia Diels;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia sericea;Xylopia sericea;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia sericophylla;Xylopia sericophylla;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylopia;Xylopia sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xylopia sp ;Xylopia sp. 1;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylosma sp;Xylosma  sp.;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Xylopia;No
Xylosma chlorantha;Xylosma chlorantha;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Xylosma;No
Xylosma flexuosa;Xylosma flexuosa (Kunth) Hemsl.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xylosma longifolia;Xylosma longifolium;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Xylosma pubescens;Xylosma pubescens;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Xylosma;No
Xymalos monospora;Xymalos monospora (Harv.) Warb.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zanthoxylum avicennae;Zanthoxylum avicennae;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;No
Zanthoxylum caribaeum;Zanthoxylum caribaeum Lam.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zanthoxylum ekmanii;Zanthoxylum ekmanii;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;No
Zanthoxylum kellermanii;Zanthoxylum kellermani;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zanthoxylum macrophylla;Zanthoxylum macrophylla;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zanthoxylum martinicense;Zanthoxylum martinicense (Rutaceae);Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zanthoxylum melanostictum;Zanthoxylum melanostictum;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;No
Zanthoxylum panamense;Zanthoxylum panamense;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;No
Zanthoxylum rhetsa;Zanthoxylum rhesta (Roxb.) DC.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zanthoxylum rhoifolium;Zanthoxylum rhoifolium Lam.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zanthoxylum riedelianum;Zanthoxylum riedelianum;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;No
Zanthoxylum;Zanthoxylum sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zanthoxylum sp;Zanthoxylum sp.;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zanthoxylum;No
Zanthoxylump;Zanthoxylum spp.6;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zeuxine elatior;Zeuxine.elatior;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Zeuxine;No
Zieria laevigata;Zieria laevigata;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Zieria;No
Zingiber amaricans;Zingiber cf. amaricans;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Zingiber;No
Zingiber amaricans;Zingiber cf. amaricans;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zingiber pseudopungens;Zingiber pseudopungens;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Zingiber;No
Zingiber ;Zingiber sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zingiber sp ;Zingiber sp.1;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Zingiber;No
Zingiber;Zingiber sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zingiber sp 2;Zingiber sp.2;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Zingiber;No
Zingiber zerumbet;Zingiber zerumbet;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Zingiber;No
Zippelia;Zippelia sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Zippelia sp;Zippelia sp.;Plantae;Tracheophyta;Liliopsida;Zingiberales;Zingiberaceae;Zingiber;No
Ziziphus angustifolia;Ziziphus angustifolius;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Ziziphus borneensis;Ziziphus borneensis;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Ziziphus;No
Ziziphus calophylla;Ziziphus calophylla;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Ziziphus;No
