id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class
RU_Dent 2013_Tree adults_Enders_NA;RU;Dent 2013_Tree adults_Enders_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Enders;NA;Enders;9.15;-79.85;40;40;1994;exact;recovering;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;3.145011451833305;1019.33483972;9;0
RU_Dent 2013_Tree adults_Fosters_NA;RU;Dent 2013_Tree adults_Fosters_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Fosters;NA;Fosters;9.15;-79.85;40;40;1994;exact;recovering;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;3.054075413361548;887.5719818;8;0
RU_Dent 2013_Tree adults_Pearson_NA;RU;Dent 2013_Tree adults_Pearson_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Pearson;NA;Pearson;9.15;-79.85;100;100;1994;exact;recovering;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;2.9510947281668862;869.385956324;9;0
RU_Dent 2013_Tree adults_Pedro Gomez_NA;RU;Dent 2013_Tree adults_Pedro Gomez_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Pedro Gomez;NA;Pedro Gomez;9.15;-79.85;20;20;1994;exact;recovering;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;2.9839693615593874;983.51983972;9;0
RU_Dent 2013_Tree adults_Poachers_NA;RU;Dent 2013_Tree adults_Poachers_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Poachers;NA;Poachers;9.15;-79.85;70;70;1994;exact;recovering;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;3.0889200282805076;954.25805672;9;0
RU_Dent 2013_Tree adults_Saino_NA;RU;Dent 2013_Tree adults_Saino_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Saino;NA;Saino;9.15;-79.85;20;20;1994;exact;recovering;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;2;NA;16;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;2.833092070308428;943.167768;9;0
RU_Dent 2013_Tree adults_Zetek_NA;RU;Dent 2013_Tree adults_Zetek_NA;RU_Dent 2013_Tree adults;NA;Dent 2013;Tree adults;Zetek;NA;Zetek;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;32;10;3200;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;44;9;NA;2.837463038733811;960.02328172;9;0
RU_Dent 2013_Tree saplings_Armour_NA;RU;Dent 2013_Tree saplings_Armour_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Armour;NA;Armour;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;3.050933933887309;832.31045772;9;0
RU_Dent 2013_Tree saplings_Barbour_NA;RU;Dent 2013_Tree saplings_Barbour_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Barbour;NA;Barbour;9.15;-79.85;100;100;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;2.7591280820904065;727.61003512;9;0
RU_Dent 2013_Tree saplings_Bohio_NA;RU;Dent 2013_Tree saplings_Bohio_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Bohio;NA;Bohio;9.15;-79.85;70;70;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;2.8316792285136105;804.29353874;9;0
RU_Dent 2013_Tree saplings_Enders_NA;RU;Dent 2013_Tree saplings_Enders_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Enders;NA;Enders;9.15;-79.85;40;40;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;3.1325451632074452;662.7957030599999;9;0
RU_Dent 2013_Tree saplings_Fosters_NA;RU;Dent 2013_Tree saplings_Fosters_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Fosters;NA;Fosters;9.15;-79.85;40;40;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;2.9720417795295364;851.3268968;9;0
RU_Dent 2013_Tree saplings_Pearson_NA;RU;Dent 2013_Tree saplings_Pearson_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Pearson;NA;Pearson;9.15;-79.85;100;100;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;3.037755406210502;754.94814712;9;0
RU_Dent 2013_Tree saplings_Pedro Gomez_NA;RU;Dent 2013_Tree saplings_Pedro Gomez_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Pedro Gomez;NA;Pedro Gomez;9.15;-79.85;20;20;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;3.0520577720069877;990.66217372;9;0
RU_Dent 2013_Tree saplings_Poachers_NA;RU;Dent 2013_Tree saplings_Poachers_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Poachers;NA;Poachers;9.15;-79.85;70;70;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;2.8661733136306142;817.409285;8;0
RU_Dent 2013_Tree saplings_Saino_NA;RU;Dent 2013_Tree saplings_Saino_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Saino;NA;Saino;9.15;-79.85;20;20;1994;exact;recovering;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;2;NA;32;10;800;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;3.083652625633961;903.9622558;9;0
RU_Dent 2013_Tree saplings_Zetek_NA;RU;Dent 2013_Tree saplings_Zetek_NA;RU_Dent 2013_Tree saplings;NA;Dent 2013;Tree saplings;Zetek;NA;Zetek;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;35;9;NA;2.9142774790365733;963.66534972;9;0
RU_Dent 2013_Tree seedlings_Armour_NA;RU;Dent 2013_Tree seedlings_Armour_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Armour;NA;Armour;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=1 m in height and <5 cm DBH;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;1;NA;64;10;1600;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.4506148194156587;884.6652557799999;9;0
RU_Dent 2013_Tree seedlings_Barbour_NA;RU;Dent 2013_Tree seedlings_Barbour_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Barbour;NA;Barbour;9.15;-79.85;100;100;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.961176648829672;817.86885912;9;0
RU_Dent 2013_Tree seedlings_Bohio_NA;RU;Dent 2013_Tree seedlings_Bohio_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Bohio;NA;Bohio;9.15;-79.85;70;70;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.6367121105406275;922.1280338;9;0
RU_Dent 2013_Tree seedlings_Enders_NA;RU;Dent 2013_Tree seedlings_Enders_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Enders;NA;Enders;9.15;-79.85;40;40;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.9230764103169347;929.97765872;9;0
RU_Dent 2013_Tree seedlings_Fosters_NA;RU;Dent 2013_Tree seedlings_Fosters_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Fosters;NA;Fosters;9.15;-79.85;40;40;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.733457852517344;998.0225508;9;0
RU_Dent 2013_Tree seedlings_Pearson_NA;RU;Dent 2013_Tree seedlings_Pearson_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Pearson;NA;Pearson;9.15;-79.85;100;100;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.879179660315545;816.07457406;9;0
RU_Dent 2013_Tree seedlings_Pedro Gomez_NA;RU;Dent 2013_Tree seedlings_Pedro Gomez_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Pedro Gomez;NA;Pedro Gomez;9.15;-79.85;20;20;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.637693575413679;1007.84487372;9;0
RU_Dent 2013_Tree seedlings_Poachers_NA;RU;Dent 2013_Tree seedlings_Poachers_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Poachers;NA;Poachers;9.15;-79.85;70;70;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.5088856392670986;837.54332412;9;0
RU_Dent 2013_Tree seedlings_Saino_NA;RU;Dent 2013_Tree seedlings_Saino_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Saino;NA;Saino;9.15;-79.85;20;20;1994;exact;recovering;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;10;NA;160;10;160;pasture, swidden farming and plantation farming;NA;crop and pasture;protected since 1923 and 1979;1;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;farming;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;1.5751109442540872;679.2939858;8;0
RU_Dent 2013_Tree seedlings_Zetek_NA;RU;Dent 2013_Tree seedlings_Zetek_NA;RU_Dent 2013_Tree seedlings;NA;Dent 2013;Tree seedlings;Zetek;NA;Zetek;9.15;-79.85;500;>500;1994;minimum;reference;trees;>=0.2 m and <1.0 m in height;relative abundance;number of individuals from total;yes;parallel 160 m x 10 m transects;5;NA;320;10;320;NA;NA;none;protected since 1923 and 1979;0;none;Impossible to know the unit in which proportional abundance is based;Wen;Panama;trees;engineers;none;protection;NA;none;none;0;1;none;protection;study;species;43;9;NA;2.4050006729490625;827.39021812;8;0
RU_Dungan 2001_Vegetation_S1_NA;RU;Dungan 2001_Vegetation_S1_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;S1;NA;S1;-43.62;172.62;30;30;1996;exact;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";1.037037037037037;NA;27;4;2120.57504117311;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;New Zealand;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;8;78.91851851851851;2.4098432254386175;358.89623;3;0.08
RU_Dungan 2001_Vegetation_f1_NA;RU;Dungan 2001_Vegetation_f1_NA;RU_Dungan 2001_Vegetation;NA;Dungan 2001;Vegetation;F1;NA;F1;-43.62;172.62;90;80-100;1996;mean;recovering;trees, shrubs & herbs;NA;abundance;importance value = individual species cover values were weighted by stratum mid-point height and summed;yes;"Foliage cover abundance within a 5-m radius of the survey point  for each species in three strata; ground <0.3 m, shrub 0.3-2 m, canopy 2-7 m.";1;NA;28;4;2199.114857512855;agriculture (pasture);NA;pasture;NA;1;none;NA;NA;New Zealand;vascular plants;mix;animal farming;NA;NA;none;none;0;0;none;regular;study;species;25;10;198.7;2.102791555556767;737.1175049999999;7;0.08
